temperature,humidity,ph,rainfall,label
23.85724032,82.22572988,7.382762603,195.0948311,rice
21.97199397,81.89918197,5.658169482,227.3637009,rice
26.22916897,83.83625819,5.543360238,286.5083725,rice
23.44676801,84.79352417,6.215109715,283.9338466,rice
25.65553461,83.47021081,7.120272972,217.3788583,rice
24.44345477,82.45432595,5.950647577,267.9761948,rice
20.2801937,82.1235421,7.236705436,191.9535738,rice
21.7238313,80.2389895,6.501697816,277.9626192,rice
20.41447029,82.20802629,7.592490617,245.1511304,rice
25.75528612,83.51827127,5.875345751,245.6626799,rice
20.61521424,83.77345559,6.932400225,279.5451717,rice
21.84106875,80.72886384,6.946209881,202.3838319,rice
20.08369642,83.29114712,5.739175027,263.6372176,rice
24.45802087,82.74835604,6.738652179,182.5616319,rice
21.14347496,80.33502926,5.594819626,198.6730942,rice
25.78720567,82.11124033,6.946636369,243.5120414,rice
23.64124821,80.28597873,5.012139669,263.1103304,rice
23.43191632,80.56887849,6.363472208,269.5039162,rice
24.97669518,83.891805,6.880431223,204.8001847,rice
22.72791041,82.1706881,7.300410836,260.8875056,rice
24.87300744,82.84022551,6.587918708,295.6094492,rice
21.32376327,83.00320459,7.283736617,192.3197536,rice
26.29465461,84.56919326,7.023936392,257.4914906,rice
22.2286982,81.85872947,6.939083505,278.0791793,rice
26.73072391,81.78596776,7.868474653,280.4044392,rice
24.88921174,81.97927117,5.005306977,185.9461429,rice
26.88444878,81.46033732,6.136131869,194.5766559,rice
22.67846116,83.72874389,7.524080076,200.9133156,rice
26.08867875,80.37979919,5.706943251,182.9043504,rice
25.42977518,82.94682591,5.758506323,195.3574542,rice
26.40323239,81.05635517,6.349606327,223.3671883,rice
26.04371967,84.96907151,5.999969026,186.7536773,rice
25.2827223,80.54372813,5.453592032,220.1156708,rice
22.08576562,83.47038318,6.372576327,231.7364957,rice
23.28617173,81.43321641,5.105588355,242.3170629,rice
25.48591986,81.40633547,5.935344406,182.6549356,rice
23.67575393,81.03569343,5.17782304,233.7034975,rice
20.82477109,84.1341879,6.462391607,230.2242223,rice
26.92995077,81.91411159,7.069172227,290.6793783,rice
23.83509503,83.88387074,7.473134377,241.2013513,rice
26.52872817,80.12267476,6.158376967,218.9163567,rice
26.46428311,83.85642678,7.549873681,248.2256491,rice
22.69657794,82.81088865,6.028321558,256.9964761,rice
22.68319059,83.46358271,6.604993475,194.2651719,rice
21.53346343,82.14004101,6.500343222,295.9248796,rice
21.40865769,83.3293191,5.935745417,287.5766935,rice
26.54348085,84.67353597,7.072655622,183.6222657,rice
23.35905428,83.59512273,5.333322606,188.413665,rice
45.38352611,12.81876216,5.932240602,45.7523396,millet
45.12259476,13.87064234,6.484499631,38.19865734,millet
41.83652013,13.37757959,6.959946447,48.42160918,millet
45.24994923,11.49326561,7.534578201,35.19431212,millet
40.31763988,12.85586494,7.568202493,44.21309767,millet
45.99873995,13.10201951,6.76920064,37.96716357,millet
43.43755917,10.20357223,7.811359215,36.61361235,millet
49.51043695,11.22912477,6.700555932,48.49348171,millet
43.30667836,11.77588145,5.783503945,39.10973483,millet
45.19657149,12.2158747,7.050946209,41.83810956,millet
41.1918356,14.48979781,5.973094368,38.99785201,millet
43.34991463,13.70360342,7.571945841,42.97811956,millet
49.87673602,15.49100816,6.912345828,39.40150564,millet
40.44240021,11.93478976,6.144431259,42.85228483,millet
43.06789439,15.35182165,5.950113412,48.81272971,millet
48.50763857,10.98982094,6.933461558,49.57322707,millet
44.15239311,11.7520485,6.902881054,48.81060057,millet
43.4095322,13.02275209,7.682452698,48.53707635,millet
46.46106813,10.49877523,6.930533723,47.28103458,millet
48.4240046,10.09410906,5.699411827,45.34961336,millet
47.80136389,11.19576631,6.429415662,44.93497124,millet
47.31098623,11.84956674,7.778027395,44.36751704,millet
40.42716839,14.11184194,6.194821258,41.60227033,millet
40.898423,11.44708224,6.789839515,44.7921064,millet
44.12226723,14.2759221,6.73398071,42.18667806,millet
42.73357643,14.82902619,7.037725215,43.50850561,millet
40.20388328,12.20664416,7.992859092,45.95696539,millet
40.13607173,15.25265205,5.615310268,35.47153383,millet
49.75607785,11.86226218,6.466714498,41.79590493,millet
43.93224402,12.37513875,7.872163956,43.79481255,millet
44.04055886,11.06905071,6.95736224,48.27311688,millet
49.61514501,15.33215292,5.731734188,39.78082213,millet
40.39941626,14.146757,6.306972947,43.68493722,millet
40.1546,10.57269602,6.076911641,40.21760436,millet
44.06757102,10.65747963,5.635006473,35.4347949,millet
46.14731883,12.21381384,7.216420018,46.06744344,millet
46.42017709,14.91813537,6.700459205,40.96391853,millet
42.96150158,13.20674411,7.445298773,44.89945087,millet
48.13355759,10.12391552,7.842984105,47.1163263,millet
44.29982099,10.08689038,6.842972154,48.08258327,millet
44.08530559,14.98193344,5.809661553,38.89011641,millet
41.27589067,11.3517338,6.432162184,40.44662963,millet
49.08184524,12.21658122,7.060679689,48.8217795,millet
44.67292003,15.39053375,7.926295426,41.67104849,millet
46.55001415,12.14300827,6.595995311,49.42205338,millet
44.22336093,13.75835809,6.290580352,40.70878489,millet
46.77775839,15.22339767,6.725589656,39.41925519,millet
45.6374671,11.19524988,7.341612619,36.522037,millet
40.20716241,15.23034852,5.998226799,43.46383783,millet
41.77277819,13.99342761,5.739825857,47.73897129,millet
42.734953,10.92249557,7.807061597,39.24284556,millet
45.10663268,10.62509408,6.403198628,46.87113258,millet
41.48692887,14.39693316,5.723148495,45.35455961,millet
40.48200586,13.15089404,5.915422023,38.04847719,millet
49.28474862,13.36601682,7.756610886,47.96847506,millet
41.52268511,11.82784658,7.157569534,39.98271574,millet
41.72885654,15.24298284,5.626288256,43.62701068,millet
44.05589427,13.99241334,6.335715911,35.19407768,millet
46.10006092,12.8617614,7.786521887,49.41114147,millet
41.09196785,11.99457876,6.056057095,44.19796231,millet
45.11604889,10.97597718,6.219666635,48.80763104,millet
47.43602009,15.00651263,7.316562005,42.91170851,millet
43.23043616,14.61906656,5.787205654,41.10898552,millet
42.72931618,15.33494645,6.308041494,41.37464257,millet
47.17536994,13.13000889,7.052476766,38.15003963,millet
45.01717421,10.34278151,6.570755206,39.14138782,millet
42.78552372,13.08763509,6.20190161,38.26134496,millet
49.91822378,12.53951867,6.821803658,41.12093404,millet
42.38178521,10.62689664,6.483166429,48.76606134,millet
44.88879793,15.40488033,7.555045168,40.37012963,millet
44.07676357,12.5618229,6.859273031,43.58851949,millet
43.36246175,14.0175366,6.790170067,39.2819445,millet
46.45914417,11.38541276,5.792839269,48.86396451,millet
49.72934792,10.68779921,6.222054133,42.19718993,millet
42.86390961,14.96648096,6.625793605,41.69717064,millet
45.12105633,12.86515141,7.671071122,40.69914027,millet
41.6776823,14.93295201,5.931055963,44.47109466,millet
46.8928142,15.44314248,5.980821953,44.9082887,millet
44.97228167,11.19894882,7.729003585,46.07951303,millet
44.56609859,12.04319517,5.815280532,45.47689818,millet
47.62660416,14.02856794,7.847058041,35.66404116,millet
42.96802078,12.11380828,7.488781118,42.4892623,millet
46.57247892,11.70405493,5.976833314,35.57642505,millet
47.57373777,12.77831421,7.438667344,36.74607697,millet
41.48407529,12.54385579,6.14261474,39.14722427,millet
43.92574093,12.13217106,7.022698665,38.37178316,millet
49.47097243,10.03699714,5.712242811,37.86881506,millet
43.79902948,14.78016453,6.533612513,40.80521556,millet
49.43265615,14.16331094,7.64917813,38.88227816,millet
43.4420885,14.17417993,7.948306898,41.07054193,millet
49.10462823,12.13177603,6.295161269,36.20042754,millet
48.63447551,13.8657846,7.162237183,47.68925213,millet
44.38307214,13.65128468,7.475501016,38.96962965,millet
40.92030901,10.0340484,7.567840029,44.22161999,millet
48.7952637,10.50313106,7.881370998,39.09945134,millet
43.52038668,13.26718427,7.154692752,40.1026225,millet
47.03538939,11.84530491,7.808002381,41.31443237,millet
48.44654619,10.88759897,5.803526182,38.5207736,millet
46.50038918,12.44150499,7.686214156,47.05551318,millet
46.51582225,11.44218515,6.69891702,49.68143256,millet
22.61359953,63.69070564,5.749914421,87.75953857,maize
26.10018422,71.57476937,6.931756558,102.2662445,maize
23.55882094,71.59351368,6.657964753,66.71995467,maize
19.97215954,57.68272924,6.596060648,60.65171481,maize
18.47891261,62.69503871,5.970458434,65.43835393,maize
21.77689322,57.80840636,6.158830619,102.0861694,maize
25.6217169,66.50415474,6.047906679,105.4654703,maize
25.19192419,66.6902901,5.913664501,78.06639649,maize
20.41683147,62.5542482,5.855442401,65.27798457,maize
24.92162194,66.78627406,5.750254943,109.2162279,maize
23.31689124,73.4541537,5.852607099,94.29712821,maize
24.84016732,68.3584573,6.472523287,74.05474936,maize
22.27526694,58.84015925,6.967057762,63.87020584,maize
18.87751445,65.76816093,6.082973754,94.76189431,maize
25.19008683,60.2001687,5.919045532,72.12375573,maize
18.25405352,55.28220433,6.204747653,63.72358154,maize
24.6129118,70.4162444,6.600827017,104.1626147,maize
25.1420613,65.26185135,6.021902237,76.68456006,maize
23.09348056,60.1159381,6.033550195,65.49730729,maize
18.05033737,62.89366992,6.28886807,84.23613484,maize
24.9321581,73.80435276,6.550563823,79.74078719,maize
18.14710054,71.09445342,5.573286437,88.07753741,maize
18.28362235,66.65952796,6.829199275,80.97573281,maize
18.83344471,58.75082029,5.716222912,79.7532896,maize
25.71895816,67.22190688,5.54990242,74.51490791,maize
25.33797709,68.49835977,6.586244581,96.46380213,maize
23.89114571,57.48775781,5.893093135,102.8301942,maize
21.53574127,71.50905983,5.918263801,102.4852929,maize
23.08974909,63.10459626,5.588650585,70.43473609,maize
25.61707368,63.4711755,6.576418207,108.8303762,maize
21.44526922,63.1621551,6.178056304,65.88951188,maize
18.51816776,55.53128131,6.641906353,90.988051,maize
22.53510514,67.99257471,6.489040367,64.40866039,maize
23.02038334,61.89472002,5.680361038,63.03843397,maize
24.89364635,65.61418761,6.625404348,87.9298085,maize
25.77175115,74.089114,6.524478032,107.4931917,maize
19.39851734,62.35750641,5.696205468,60.95197486,maize
21.54156232,59.64024162,6.803931519,109.7515385,maize
23.79746068,74.82913698,6.252797548,91.76337172,maize
18.9802729,74.52600826,6.092725883,94.26249353,maize
24.10859207,73.13112261,6.234330356,71.07562236,maize
24.7947077,70.04556743,5.722579819,76.72860067,maize
21.63162756,60.27766379,6.430616465,69.21803098,maize
25.37548751,57.21025565,5.983952675,101.7004306,maize
22.21738222,72.85462807,6.80163854,106.6213157,maize
20.58314011,69.00128641,6.499936446,66.29390357,maize
24.87502824,68.74248334,6.265564338,91.26056654,maize
20.03728219,56.35606753,6.727303282,109.024141,maize
25.95263264,61.89082199,6.325235159,99.57981207,maize
19.28889933,65.47050802,6.807487794,71.3195307,maize
20.57981887,65.34583901,6.671085817,78.34604471,maize
24.71417533,56.73426469,6.648725327,88.45361858,maize
20.27317074,63.91281869,6.439071996,62.50351892,maize
18.41932981,64.23580251,6.474476516,76.41312437,maize
23.39128187,61.74427165,5.871647806,107.3198135,maize
19.84939404,61.24500053,5.730617109,100.7689246,maize
21.869274,61.91044947,5.850439831,107.2681929,maize
22.8056033,56.50768935,5.791649933,101.5952794,maize
19.0781471,69.02298571,6.740000688,80.72515943,maize
22.02720976,65.35549924,6.272417541,83.73280082,maize
23.80546189,59.24537979,5.715208817,89.9622014,maize
18.52510753,69.0276233,5.773454729,88.10234397,maize
23.50297882,61.32026065,5.584171461,64.77791424,maize
26.54986394,72.89187265,5.787268394,73.33636055,maize
19.29563411,69.63481219,5.77597783,83.21030571,maize
20.68899915,59.4375337,6.864793607,103.651438,maize
19.32666088,68.034493,6.192360003,84.22969177,maize
24.60532218,73.58868502,6.636803223,96.59195302,maize
22.27373646,59.52193158,5.826426917,67.96704792,maize
25.70196694,61.33450447,6.960358276,83.20711308,maize
19.20129357,68.30578978,6.11275104,87.85092352,maize
21.70181447,60.47470519,6.708446922,95.71388473,maize
20.51716779,59.21235483,5.561510732,67.61013737,maize
23.30355338,73.62548442,5.873242491,97.59081274,maize
24.2547451,55.64709899,6.995843776,64.23845455,maize
24.86374934,65.7420046,5.714799723,75.82270467,maize
22.6265115,65.77472881,6.78073637,88.17251033,maize
18.04185513,60.61494304,5.513697923,104.2321615,maize
23.26237612,72.33125523,5.798423908,67.10225139,maize
22.88330922,71.59722446,6.352471866,67.72777298,maize
25.97482359,69.36385721,6.822586546,103.2234212,maize
26.14384005,66.20569924,6.655426355,107.2361366,maize
18.66116213,61.55327249,6.121294041,75.03247667,maize
25.10787449,55.97732754,5.790770203,78.16077693,maize
23.33844615,59.24580604,6.47444292,105.0083144,maize
25.08239719,65.92195844,6.455116637,62.49190812,maize
25.36768364,72.52054555,6.606984086,107.9124111,maize
25.34217103,63.31801994,6.330554389,74.52082026,maize
25.00933355,67.816568,6.528631266,62.91359494,maize
18.66746724,71.516474,5.721667141,69.93293255,maize
20.37999665,63.73849998,6.644205485,108.5054416,maize
18.09300227,72.61024172,6.376651091,78.96159541,maize
26.16985907,71.96246617,6.247040422,79.84925393,maize
18.65396672,61.37879671,6.656730008,93.62039175,maize
26.07470121,59.37147589,6.2048017,85.75692395,maize
18.92851916,72.80086137,6.158860284,82.34162918,maize
23.30546753,63.24648023,6.385684214,108.7603001,maize
18.74826712,62.49878458,6.417820493,70.23401597,maize
19.74213321,59.66263104,6.381201909,65.50861389,maize
25.73044432,70.74739256,6.877869005,98.73771338,maize
32.82652632,60.63131854,6.192064545,87.79470512,Ground Nut
33.84404645,61.36211063,6.331146742,92.65212945,Ground Nut
33.78853283,58.35623919,6.032079332,113.880752,Ground Nut
31.35582182,68.07569875,6.113725662,67.23507858,Ground Nut
30.76670006,71.98183926,6.301488325,74.7400763,Ground Nut
32.7819781,69.6416044,6.052301511,140.7710832,Ground Nut
32.77342726,56.61938123,6.403562224,70.63006003,Ground Nut
33.58425158,58.54962939,6.09780337,124.2332626,Ground Nut
31.76211489,60.88875317,6.415602829,86.12779501,Ground Nut
32.90132056,70.37435728,6.050500554,134.0402553,Ground Nut
30.74613799,66.50001224,6.176650569,88.70815107,Ground Nut
31.11185433,62.36169509,6.178774026,118.7825932,Ground Nut
31.21979884,60.01897983,6.241399824,78.88233073,Ground Nut
30.30882059,63.20775389,6.400743787,97.8462281,Ground Nut
33.51211423,74.82712323,6.199573678,87.25674074,Ground Nut
33.90671375,57.28408621,6.403139232,73.85242301,Ground Nut
32.22298619,58.42121662,6.096152375,142.3395293,Ground Nut
30.74909489,59.86826705,6.068708058,103.6641416,Ground Nut
30.92903852,61.27769267,6.290600064,119.5739407,Ground Nut
33.54358553,59.58964018,6.467911977,123.3663548,Ground Nut
33.30734071,60.11740397,6.070946129,146.9837692,Ground Nut
31.39311394,69.41943401,6.324516442,77.64621614,Ground Nut
31.78145242,65.3594752,6.012375494,147.1663393,Ground Nut
33.04183025,66.08061191,6.268183236,87.37977788,Ground Nut
32.47161304,57.73447206,6.366625916,127.5741458,Ground Nut
30.01930633,62.94512656,6.287772328,78.49219686,Ground Nut
33.85479475,58.03060486,6.456019848,117.6456227,Ground Nut
30.44017124,59.92268124,6.04893386,110.1438483,Ground Nut
33.79307329,62.71487306,6.462960084,95.82254444,Ground Nut
30.04867399,59.36080725,6.027279821,127.2706021,Ground Nut
31.10665887,69.03184745,6.399166534,95.50096772,Ground Nut
32.72230974,57.57884942,6.081927222,103.5482877,Ground Nut
31.93586366,70.43716037,6.158089391,85.80046176,Ground Nut
31.13028413,68.98503317,6.037675701,72.17209056,Ground Nut
33.59486982,64.75347681,6.085661738,70.29511043,Ground Nut
32.85002372,69.71444063,6.159835302,136.3398914,Ground Nut
32.15037675,62.52523042,6.401565207,87.52461597,Ground Nut
30.05462421,56.7800628,6.379142348,101.393541,Ground Nut
33.88419129,74.28312331,6.451419448,97.66232861,Ground Nut
30.47542476,68.48811001,6.287107363,149.0994209,Ground Nut
31.89319111,71.45040975,6.02059819,93.34182034,Ground Nut
33.58976713,57.33389829,6.181930218,126.1587212,Ground Nut
30.49359779,58.54588061,6.021638615,71.10312453,Ground Nut
33.90789552,74.8047572,6.079176536,142.7452391,Ground Nut
32.98326078,72.18001928,6.159477092,78.75886433,Ground Nut
32.95235196,69.76898641,6.396019726,119.5955807,Ground Nut
32.13955691,62.94517353,6.455535114,82.4178375,Ground Nut
31.13951861,59.66439705,6.119373068,140.8926594,Ground Nut
31.36384449,60.85844087,6.193985368,116.5480445,Ground Nut
33.27039046,74.71608492,6.452217054,69.83661326,Ground Nut
31.48464585,63.19157008,6.06471872,91.42284219,Ground Nut
30.32868693,70.45250918,6.29380456,85.935582,Ground Nut
30.14072116,61.10498034,6.200750081,106.7865477,Ground Nut
30.35409044,67.90612419,6.27880351,109.8769113,Ground Nut
30.09238359,64.95531579,6.067933105,97.74333417,Ground Nut
32.50671544,65.61189723,6.019260678,103.5516648,Ground Nut
30.37577758,74.97475129,6.074947741,105.0098275,Ground Nut
32.644546,61.92607293,6.027171709,108.7622349,Ground Nut
33.49032589,66.70951694,6.047831631,67.08969169,Ground Nut
33.3074977,68.92926423,6.225888435,128.7770732,Ground Nut
30.80653933,67.44917308,6.457040756,131.9073179,Ground Nut
33.20857014,68.88904755,6.203317279,116.6621186,Ground Nut
32.38564029,65.23119959,6.26502351,91.09923848,Ground Nut
33.01812495,72.24160506,6.460460502,111.2690789,Ground Nut
30.22263729,62.42587205,6.321681356,116.619875,Ground Nut
33.35838838,60.93547145,6.466846345,97.97313591,Ground Nut
32.69482712,67.391972,6.174340814,93.26646905,Ground Nut
30.0837019,62.44339946,6.135784205,129.3792944,Ground Nut
32.69435583,62.51014083,6.310985458,111.518131,Ground Nut
32.25730296,66.69662314,6.084808178,105.6984707,Ground Nut
31.19439265,55.60872971,6.010802678,81.25674481,Ground Nut
33.62465186,73.16053744,6.135540513,65.84424567,Ground Nut
32.2892277,59.99209925,6.468806013,130.4551329,Ground Nut
31.31073691,65.63683906,6.256017488,128.4178877,Ground Nut
32.90794777,70.57960348,6.194503543,72.14138861,Ground Nut
33.9451246,70.55464259,6.400422587,137.2584875,Ground Nut
32.44221297,61.01380542,6.453645294,70.40253021,Ground Nut
33.05783291,67.60413473,6.399637755,120.0334337,Ground Nut
33.11867553,57.42312508,6.036762048,136.1704647,Ground Nut
32.48530015,71.0531122,6.089682888,104.0508745,Ground Nut
31.87314342,62.3478741,6.394947663,139.2140672,Ground Nut
30.89364513,61.99208423,6.050607443,92.27743239,Ground Nut
31.98314121,69.58272044,6.099022114,76.12988501,Ground Nut
31.15162986,63.01803802,6.401886347,136.8211936,Ground Nut
32.13848109,57.10851445,6.125138531,125.0750643,Ground Nut
32.18074129,55.26434644,6.216969309,87.08707124,Ground Nut
33.48973659,56.1397279,6.318366027,91.76258102,Ground Nut
32.14778175,58.31526308,6.214353439,144.4624105,Ground Nut
32.81428175,69.62005329,6.113199042,145.0687717,Ground Nut
32.29564207,72.3572389,6.388994145,74.96498896,Ground Nut
32.29968054,60.51951421,6.397509878,141.4807496,Ground Nut
32.34541494,66.03798759,6.106238731,111.3600691,Ground Nut
31.11863784,72.66339729,6.396028622,86.43908839,Ground Nut
33.36681473,62.39935969,6.125212154,137.6739042,Ground Nut
33.34241882,62.93108511,6.262254242,74.8939621,Ground Nut
30.72759238,61.86126791,6.13331761,65.36465291,Ground Nut
30.34644308,74.52194934,6.357918179,62.9183321,Ground Nut
30.66938267,64.33053444,6.232369623,78.68708298,Ground Nut
30.81100962,67.71155945,6.410808177,118.7187187,Ground Nut
31.92411618,71.7794527,6.1214475,142.867463,Ground Nut
28.40979139,81.21372954,8.062750241,170.3307535,Sugarcane
26.44996751,83.63894793,7.143039142,168.4773255,Sugarcane
27.8558593,76.91493565,7.929240731,154.9011463,Sugarcane
26.60974334,84.62857867,7.632674947,131.7016877,Sugarcane
25.14325486,76.25495928,5.526456227,164.4718812,Sugarcane
28.30438304,77.60189297,5.846851688,128.5599899,Sugarcane
25.96881895,84.44559159,5.333271547,159.6492414,Sugarcane
28.73181558,84.79260995,8.288162935,117.122973,Sugarcane
27.88241319,81.76227945,7.446491553,111.4462932,Sugarcane
28.64515621,75.8456005,6.456928584,138.1017037,Sugarcane
28.40189746,77.87165942,7.627462401,154.5944258,Sugarcane
27.1436664,79.35006835,7.608565313,174.9108513,Sugarcane
26.95962595,78.8589892,7.386938032,144.1074553,Sugarcane
27.71437,82.24762867,8.38803435,142.91021,Sugarcane
29.34811684,77.94450774,5.515929694,148.8243637,Sugarcane
28.23138275,77.93817227,6.927557925,168.8044687,Sugarcane
29.70032295,76.15556826,8.367000481,153.0175562,Sugarcane
28.70208492,80.00045005,6.995013216,139.2629421,Sugarcane
29.06609437,79.01523076,6.282850411,119.3344724,Sugarcane
25.74836894,84.94118326,5.212361983,104.9493258,Sugarcane
29.21834271,76.13446389,7.658310074,105.4112753,Sugarcane
28.42122721,79.52441175,6.486696338,174.8976875,Sugarcane
28.81600633,83.9501556,6.030829893,160.1442466,Sugarcane
25.78720961,78.29599475,8.036608508,111.5680707,Sugarcane
26.02447028,79.53912093,6.26225012,109.2130194,Sugarcane
25.17130253,79.10554201,8.482069167,168.6831387,Sugarcane
27.97936569,84.58160642,7.604801359,136.7153099,Sugarcane
25.70411895,78.47683289,7.977506872,130.8586125,Sugarcane
29.95544134,76.12451553,7.973218141,164.2065328,Sugarcane
27.76524299,83.61715217,5.187777072,168.581158,Sugarcane
29.00415186,81.35453438,7.197665948,138.2278615,Sugarcane
26.92665759,80.64463219,5.273813865,123.3120814,Sugarcane
29.55632756,78.99277082,7.601161553,142.5954882,Sugarcane
25.24176822,78.70195003,7.820163238,143.6291188,Sugarcane
27.59555793,82.61816025,8.148410145,138.1992024,Sugarcane
26.74432094,81.19277504,6.712298779,167.0732287,Sugarcane
27.53865279,81.63043607,5.820722915,121.9502867,Sugarcane
25.33770467,82.55156737,5.805609377,116.3355876,Sugarcane
28.16239338,79.64539569,6.915006374,141.4216428,Sugarcane
27.67911271,79.43195718,7.089331839,173.7722573,Sugarcane
26.28476984,79.69487801,6.282299627,125.0210353,Sugarcane
27.75262492,83.01442499,6.98898784,139.6193505,Sugarcane
26.6850458,80.84184748,6.686535811,103.0152818,Sugarcane
27.22363021,78.66550126,6.40255676,119.7231075,Sugarcane
27.93275013,77.68816009,8.012869729,166.3928606,Sugarcane
27.42237669,80.91689725,7.95666245,147.1411979,Sugarcane
26.70697391,81.25594629,6.473354505,126.621975,Sugarcane
28.8435693,83.41121327,6.321114121,103.3259794,Sugarcane
29.78328283,81.4942798,7.614913101,161.7630976,Sugarcane
26.96676041,78.34710237,7.63410412,105.3832639,Sugarcane
27.6343933,81.16215487,7.807895663,134.8226872,Sugarcane
29.51920776,75.74811709,5.382771453,168.3961732,Sugarcane
27.58552412,75.28718377,8.449789856,125.6589569,Sugarcane
27.24614082,76.71977281,8.034440415,104.6283872,Sugarcane
27.38239022,81.6133004,6.612721367,120.3378069,Sugarcane
29.79879995,79.88635021,6.118953484,168.9495709,Sugarcane
28.76211931,76.20782722,5.506355973,145.8553539,Sugarcane
29.59746196,84.59025585,5.390525802,137.3702836,Sugarcane
26.44006401,77.7935365,7.049975019,115.5661784,Sugarcane
25.64839004,75.09520431,5.240775765,138.1572439,Sugarcane
26.4376674,82.86362985,7.078452613,138.3962475,Sugarcane
26.42754491,84.08627518,5.031886166,125.3963908,Sugarcane
25.9550371,77.86793592,5.654669516,103.6989162,Sugarcane
27.23209908,79.30535684,8.283040503,140.6311047,Sugarcane
28.76069497,78.82125128,8.489422864,122.9810574,Sugarcane
26.139442,82.05036116,5.224476409,158.9062744,Sugarcane
25.91221658,79.10178048,5.77209744,133.5093807,Sugarcane
26.62951593,80.70629544,8.400282253,145.7493347,Sugarcane
25.35792805,83.27971461,6.142758879,109.0962497,Sugarcane
26.21018093,84.58157973,8.299753112,161.682678,Sugarcane
29.42572371,76.84941069,8.370984044,116.543178,Sugarcane
25.08600918,81.47163129,5.294024726,166.9589455,Sugarcane
29.3347358,81.79933096,8.011504095,143.2905098,Sugarcane
28.26299061,81.02185463,7.332859966,152.7608761,Sugarcane
29.95369215,79.08654197,6.480853392,115.8378319,Sugarcane
29.55263507,77.47595302,6.950355361,108.1668762,Sugarcane
28.47590307,80.60163318,8.203607145,160.7784834,Sugarcane
26.67198502,77.57891165,6.85162395,153.5982061,Sugarcane
28.04046427,77.86672387,6.126097635,149.8267553,Sugarcane
26.11139474,78.59291233,7.937720683,134.7942782,Sugarcane
27.98216148,80.40728602,8.374222282,174.5314269,Sugarcane
27.84759023,82.6003271,7.903734768,100.0330942,Sugarcane
26.43206263,81.1237822,7.424446006,158.1893855,Sugarcane
26.45852235,79.19255241,7.498220455,151.8159181,Sugarcane
25.57752617,81.7274084,6.870229463,153.2915711,Sugarcane
27.63406751,77.4738787,6.773016462,140.5129952,Sugarcane
27.27736725,84.60550241,6.023509533,152.886929,Sugarcane
27.17473508,79.2949454,6.106897086,137.8074213,Sugarcane
29.63163021,82.61872805,6.573881853,162.4096844,Sugarcane
29.17510907,79.21985592,6.658683067,131.0297066,Sugarcane
